normal_miller_index,x_coordinate(mm),y_coordinate(mm),molecule,h,k,l,surface_chirality,halftime(s),stereographic_projection_x,stereographic_projection_y
100,-2.94236,0.58527,D-TA,0.986433037,-0.1189041,0.11318869,R,1248.1,-0.11930945534141993,0.11357456096727384
100,-2.77164,1.14805,D-TA,0.986416277,-0.098002458,0.13182734,S,1354.3,-0.09833697251059038,0.13227730991935172
100,-2.49441,1.66671,D-TA,0.986518391,-0.073867138,0.146031194,S,1429.3,-0.07411736573331701,0.1465258802117251
100,-2.12132,2.12132,D-TA,0.986735477,-0.047425445,0.155254389,S,1627.2,-0.047583500612080463,0.15577180802435653
100,-1.66671,2.49441,D-TA,0.987059172,-0.019693604,0.159142555,S,1730.4,-0.019757627748707363,0.15965992617035396
100,-1.14805,2.77164,D-TA,0.987477055,0.008262618,0.157546168,R,1686.0,0.008288608194243345,0.1580417319373156
100,-0.58527,2.94236,D-TA,0.98797305,0.035369056,0.150526683,R,1420.5,0.03547588351261857,0.15098132875383674
100,-1.84e-16,3.0,D-TA,0.988528155,0.060583678,0.138353547,R,1157.2,0.06075818070122698,0.13875205479075897
100,0.58527,2.94236,D-TA,0.989120938,0.082937944,0.121495133,R,1189.1,0.08316444020357089,0.12182692548302611
100,1.14805,2.77164,D-TA,0.989728722,0.101572478,0.100598654,S,1249.5,0.10183430671571117,0.1008579724383972
100,1.66671,2.49441,D-TA,0.990328085,0.115771289,0.076467592,S,1291.7,0.11605224093201502,0.07665316234213325
100,2.12132,2.12132,D-TA,0.990896015,0.124988708,0.050029093,S,1448.7,0.12527415672154124,0.05014334924654602
100,2.49441,1.66671,D-TA,0.991410669,0.128870585,0.022299259,S,1528.8,0.12914820757045983,0.022347297717314186
100,2.77164,1.14805,D-TA,0.991852285,0.127267637,-0.005656225,R,1527.1,0.1275276668725065,-0.005667781649438051
100,2.94236,0.58527,D-TA,0.992203878,0.120241574,-0.032763215,R,1375.5,0.12047661587441771,-0.032827258801235916
100,3.0,3.67e-16,D-TA,0.992451985,0.108062095,-0.057979665,R,1259.7,0.10826658757827369,-0.05808938350197144
100,2.94236,-0.58527,D-TA,0.992586989,0.091197819,-0.080336958,R,1296.1,0.0913673028994051,-0.08048625785231536
100,2.77164,-1.14805,D-TA,0.992603786,0.070296178,-0.098975607,S,1283.7,0.07042652102241738,-0.09915912735813347
100,2.49441,-1.66671,D-TA,0.99250168,0.046160857,-0.113179462,S,1401.6,0.046247633299365265,-0.11339222440336073
100,2.12132,-2.12132,D-TA,0.992284609,0.019719164,-0.122402656,S,1461.6,0.019757309666435994,-0.12263943738113034
100,1.66671,-2.49441,D-TA,0.991960899,-0.008012674,-0.126290821,R,1376.9,-0.008028826384228119,-0.1265454049086024
100,1.14805,-2.77164,D-TA,0.991543008,-0.035968895,-0.124694432,R,1234.3,-0.03604518419115545,-0.12495890599506901
100,0.58527,-2.94236,D-TA,0.991046976,-0.063075337,-0.117674951,R,1186.5,-0.0632169915179173,-0.11793922526705382
100,5.51e-16,-3.0,D-TA,0.990491924,-0.088289959,-0.105501812,R,1257.7,-0.088500577173371,-0.10575348953142541
100,-0.58527,-2.94236,D-TA,0.989899087,-0.110644224,-0.088643401,S,1244.6,-0.11092468872456046,-0.08886809729364084
100,-1.14805,-2.77164,D-TA,0.989291341,-0.129278758,-0.06774692,S,1369.1,-0.12962625461669877,-0.06792902126594628
100,-1.66671,-2.49441,D-TA,0.988691986,-0.143477571,-0.043615859,S,1519.9,-0.14388491073785392,-0.04373968652542789
100,-2.12132,-2.12132,D-TA,0.988124071,-0.152694988,-0.01717736,S,1620.0,-0.15315036572813653,-0.017228587530612748
100,-2.49441,-1.66671,D-TA,0.987609402,-0.156576866,0.010552473,R,1541.4,-0.157064151583155,0.010585313534434586
100,-2.77164,-1.14805,D-TA,0.987167778,-0.15497392,0.038507958,R,1269.4,-0.1554734901992875,0.03863209132677018
100,-2.94236,-0.58527,D-TA,0.986816148,-0.147947857,0.065614948,R,1111.4,-0.14843791180165936,0.0658322875477302
100,-3.75,0.0,D-TA,0.980017611,-0.166165777,0.109336252,R,1119.5,-0.1670021467929225,0.10988657914976058
100,-3.70383,0.58663,D-TA,0.979870897,-0.149733876,0.132033296,R,1208.5,-0.15049311402685453,0.13270278176909972
100,-3.56646,1.15881,D-TA,0.979818353,-0.129954292,0.151881127,S,1293.0,-0.13061496922066598,0.1526532784950655
100,-3.34127,1.70246,D-TA,0.979861277,-0.107313736,0.168391328,S,1374.5,-0.10785814122800882,0.1692455813577859
100,-3.03381,2.20419,D-TA,0.979998572,-0.082369987,0.181157345,S,1543.4,-0.0827849816301812,0.18207004789253392
100,-2.65165,2.65165,D-TA,0.980226841,-0.055737112,0.189864992,S,1836.5,-0.05601469667083886,0.1908105668498082
100,-2.20419,3.03381,D-TA,0.980540608,-0.028070785,0.194299119,S,2072.5,-0.028208349767704727,0.1952513087293028
100,-1.70246,3.34127,D-TA,0.980932,-5.25e-05,0.194351252,S,1816.4,-5.2752071375272045e-05,0.1952844022357616
100,-1.15881,3.56646,D-TA,0.9813914,0.027628049,0.190020026,R,1498.6,0.027757482749577008,0.19091024464916706
100,-0.58663,3.70383,D-TA,0.981907531,0.054288998,0.181411976,R,1286.1,0.054536232177365404,0.18223813309080858
100,-2.3e-16,3.75,D-TA,0.982467688,0.079274294,0.168738936,R,1107.1,0.07962406068325685,0.16948343027428533
100,0.58663,3.70383,D-TA,0.983058087,0.101968422,0.152312964,R,1139.5,0.10240307040699889,0.1529622099711486
100,1.15881,3.56646,D-TA,0.98366417,0.121812447,0.132538777,R,1210.3,0.12231299226055503,0.13308339832812346
100,1.70246,3.34127,D-TA,0.98427103,0.138318039,0.109902952,S,1266.9,0.13886516836283175,0.1103376829471405
100,2.20419,3.03381,D-TA,0.984863678,0.151078772,0.084963166,S,1364.9,0.15165373184265873,0.08528650996095799
100,2.65165,2.65165,D-TA,0.985427513,0.15978058,0.058333371,S,1568.1,0.160365880537085,0.058547054999496556
100,3.03381,2.20419,D-TA,0.985948774,0.164208455,0.03066918,S,1699.3,0.16478834488475824,0.030777485916743626
100,3.34127,1.70246,D-TA,0.9864145,0.164254077,0.002652013,S,1712.6,0.1648148037206568,0.0026610663798599665
100,3.56646,1.15881,D-TA,0.98681324,0.159916251,-0.025028441,R,1435.5,0.16044606670702044,-0.025111362285867522
100,3.70383,0.58663,D-TA,0.987135207,0.151301661,-0.05169033,R,1170.2,0.15179063737333234,-0.051857382694152195
100,3.75,4.59e-16,D-TA,0.987372475,0.138622313,-0.076677577,R,1135.2,0.13906201038836988,-0.07692079131105704
100,3.70383,-0.58663,D-TA,0.987519208,0.122190416,-0.099374621,R,1140.6,0.1225734680240957,-0.09968614829456125
100,3.56646,-1.15881,D-TA,0.987571784,0.102410831,-0.119222451,S,1228.1,0.10273051768172986,-0.11959461700408107
100,3.34127,-1.70246,D-TA,0.987528911,0.079770273,-0.135732651,S,1174.8,0.08002014773141738,-0.1361578239176506
100,3.03381,-2.20419,D-TA,0.987391613,0.054826525,-0.148498668,S,1430.8,0.0550001649387704,-0.1489689750205344
100,2.65165,-2.65165,D-TA,0.987163255,0.02819365,-0.157206315,S,1526.8,0.02828456656102246,-0.15771326098006339
100,2.20419,-3.03381,D-TA,0.986849578,0.000527327,-0.161640442,S,1530.5,0.000529069239563279,-0.16217448704809787
100,1.70246,-3.34127,D-TA,0.986458189,-0.027490961,-0.161692575,R,1371.3,-0.027584505654978657,-0.16224277315935084
100,1.15881,-3.56646,D-TA,0.985998737,-0.055171512,-0.15736135,R,1085.9,-0.055365649623621734,-0.15791507342412708
100,0.58663,-3.70383,D-TA,0.985482574,-0.08183246,-0.1487533,R,1067.6,-0.08213108588729716,-0.1492961357671379
100,6.89e-16,-3.75,D-TA,0.984922398,-0.106817755,-0.136080262,R,1178.1,-0.10722268485711141,-0.1365961215689204
100,-0.58663,-3.70383,D-TA,0.984332019,-0.129511884,-0.119654288,S,1259.2,-0.13002218164971158,-0.1201257451362757
100,-1.15881,-3.56646,D-TA,0.983725968,-0.149355906,-0.099880099,S,1338.9,-0.14996729540281423,-0.1002889588550675
100,-1.70246,-3.34127,D-TA,0.983119161,-0.1658615,-0.077244278,S,1501.9,-0.16656593275021447,-0.07757234327849966
100,-2.20419,-3.03381,D-TA,0.982526507,-0.178622235,-0.052304487,S,1704.1,-0.17940767399278731,-0.05253448067121085
100,-2.65165,-2.65165,D-TA,0.981962583,-0.187324041,-0.025674696,S,1845.1,-0.18817450839154634,-0.025791261346440855
100,-3.03381,-2.20419,D-TA,0.981441411,-0.191751917,0.001989497,R,1675.1,-0.19264781809583953,0.0019987923049458664
100,-3.34127,-1.70246,D-TA,0.980975689,-0.191797542,0.030006662,R,1374.5,-0.19271630581071894,0.03015040229426339
100,-3.56646,-1.15881,D-TA,0.980576898,-0.187459711,0.057687116,R,1165.2,-0.1883766574324172,0.057969288606212095
100,-3.70383,-0.58663,D-TA,0.980254899,-0.178845125,0.084349006,R,1116.2,-0.17973454484083454,0.08476848447049827
100,-4.5,0.0,D-TA,0.972127885,-0.196544426,0.127818875,R,1062.8,-0.19792843585945102,0.12871893910674775
100,-4.4615,0.58737,D-TA,0.971973413,-0.180405862,0.150736225,R,1141.7,-0.18168334423652283,0.15180361187813818
100,-4.34667,1.16469,D-TA,0.971897001,-0.161414731,0.171351991,S,1211.8,-0.16256088362232743,0.17256870481917228
100,-4.15746,1.72208,D-TA,0.97190013,-0.139895424,0.189312991,S,1350.2,-0.14088866335930772,0.19065708867319817
100,-3.89711,2.25,D-TA,0.971982734,-0.116216319,0.204311851,S,1377.2,-0.11703898839742463,0.2057581290166775
100,-3.57009,2.73943,D-TA,0.972143176,-0.090782873,0.216092839,S,1685.7,-0.0914217857097013,0.21761365957716478
100,-3.18198,3.18198,D-TA,0.972378961,-0.064030028,0.224453362,S,2058.2,-0.06447680500501546,0.22601951157032363
100,-2.73943,3.57009,D-TA,0.972685891,-0.036415608,0.229251089,S,2058.6,-0.036666849332926674,0.2308327555528487
100,-2.25,3.89711,D-TA,0.973058879,-0.008411841,0.230403252,S,1845.3,-0.008469076000719559,0.23197093858537518
100,-1.72208,4.15746,D-TA,0.973491294,0.019501865,0.227891154,R,1579.6,0.01963240642594547,0.2294166099604181
100,-1.16469,4.34667,D-TA,0.973975959,0.046848039,0.221756832,R,1289.9,0.04715583993450626,0.22321381849462676
100,-0.58737,4.4615,D-TA,0.97450459,0.073158601,0.212105216,R,1150.1,0.0736294092377619,0.21347020769749114
100,-2.76e-16,4.5,D-TA,0.975067976,0.097983657,0.199102097,R,1089.5,0.09860015974540419,0.20035482621193612
100,0.58737,4.4615,D-TA,0.975656597,0.120898169,0.182969499,R,1099.2,0.12164072273707194,0.18409329339967062
100,1.16469,4.34667,D-TA,0.976260262,0.141510345,0.163983911,R,1186.9,0.14235775108481946,0.16496589549020735
100,1.72208,4.15746,D-TA,0.976868804,0.15946706,0.142469633,S,1192.5,0.1603973028888812,0.1433007222731061
100,2.25,3.89711,D-TA,0.977471797,0.174461013,0.118794954,S,1270.8,0.175451965826857,0.11946971905758134
100,2.73943,3.57009,D-TA,0.978058726,0.186236563,0.093365258,S,1403.9,0.187266612882934,0.09388164893593562
100,3.18198,3.18198,D-TA,0.978619768,0.1945912,0.066615418,S,1750.3,0.19563971534249489,0.06697436171286938
100,3.57009,2.73943,D-TA,0.979145182,0.199382702,0.039003206,S,1785.0,0.20043042542852763,0.039208161456536494
100,3.89711,2.25,D-TA,0.979626123,0.200528406,0.011000823,S,1716.7,0.20155766170294814,0.011057287119152642
100,4.15746,1.72208,D-TA,0.980054142,0.198009722,-0.016912358,R,1460.0,0.19900453758330253,-0.016997326945559103
100,4.34667,1.16469,D-TA,0.98042211,0.191868803,-0.044258871,R,1200.3,0.19281485088165212,-0.044477098301672714
100,4.4615,0.58737,D-TA,0.980723738,0.182210689,-0.070570628,R,1040.8,0.18309517298455052,-0.07091319072553622
100,4.5,5.51e-16,D-TA,0.98095372,0.169201283,-0.095397721,R,1068.2,0.170012747139571,-0.09585523425413
100,4.4615,-0.58737,D-TA,0.981108225,0.153062718,-0.11831507,R,1069.2,0.15379078662749715,-0.11887785558066066
100,4.34667,-1.16469,D-TA,0.981184504,0.13407159,-0.138930837,S,1182.1,0.13470673082996834,-0.13958899766715088
100,4.15746,-1.72208,D-TA,0.981181398,0.112552281,-0.156891837,S,1244.4,0.11308556649273811,-0.15763520834581157
100,3.89711,-2.25,D-TA,0.981098949,0.088873176,-0.171890696,S,1357.5,0.08929612530002247,-0.17270872741089024
100,3.57009,-2.73943,D-TA,0.980938383,0.063439733,-0.183671686,S,1620.4,0.06374422726765618,-0.1845532624643547
100,3.18198,-3.18198,D-TA,0.980702658,0.036686885,-0.192032206,S,1693.4,0.03686516601520832,-0.1929653922500284
100,2.73943,-3.57009,D-TA,0.980395669,0.009072466,-0.196829934,S,1557.1,0.00911726048918419,-0.1978017641892438
100,2.25,-3.89711,D-TA,0.980022803,-0.018931302,-0.197982097,R,1223.4,-0.01902656484110525,-0.19897834844895979
100,1.72208,-4.15746,D-TA,0.979590233,-0.046845007,-0.195469999,R,1137.3,-0.04708587602555596,-0.1964750723514578
100,1.16469,-4.34667,D-TA,0.979105546,-0.074191181,-0.189335678,R,1042.5,-0.07458179032140444,-0.19033251185146854
100,0.58737,-4.4615,D-TA,0.978577047,-0.100501743,-0.179684062,R,990.77,-0.10104436717084682,-0.18065420353433276
100,8.27e-16,-4.5,D-TA,0.978013628,-0.1253268,-0.166680941,R,1095.9,-0.12602140260881195,-0.1676047419464682
100,-0.58737,-4.4615,D-TA,0.97742504,-0.148241312,-0.150548344,R,1151.1,-0.14908509733698425,-0.15140526089759507
100,-1.16469,-4.34667,D-TA,0.976821243,-0.168853486,-0.131562759,S,1185.3,-0.16984052720996864,-0.1323318154637213
100,-1.72208,-4.15746,D-TA,0.976212723,-0.186810201,-0.11004848,S,1391.7,-0.18793113647010282,-0.11070881462842268
100,-2.25,-3.89711,D-TA,0.975609886,-0.201804156,-0.086373799,S,1632.4,-0.20304603277530012,-0.08690533223052742
100,-2.73943,-3.57009,D-TA,0.975022834,-0.213579705,-0.060944102,S,1910.6,-0.2149259819610015,-0.06132825666690304
100,-3.18198,-3.18198,D-TA,0.974461851,-0.221934343,-0.034194263,S,2057.3,-0.22336500694392664,-0.03441469080086201
100,-3.57009,-2.73943,D-TA,0.973936378,-0.226725845,-0.006582053,S,1691.0,-0.22821776695379756,-0.006625364821692666
100,-3.89711,-2.25,D-TA,0.97345556,-0.227871549,0.021420333,R,1413.7,-0.22939895060103002,0.021563911481220558
100,-4.15746,-1.72208,D-TA,0.973027385,-0.225352863,0.049333512,R,1149.5,-0.22688799703985524,0.04966957852504259
100,-4.34667,-1.16469,D-TA,0.972659394,-0.219211944,0.076680024,R,1070.4,-0.22072583011307906,0.07720957919378163
100,-4.4615,-0.58737,D-TA,0.972357899,-0.209553833,0.102991784,R,917.75,-0.21101714603877714,0.10371097495087189
111,0.0,0.0,L-TA,0.57735,0.57735,0.57735,A,1081.3,0.6501149197015772,0.6501149197015772
111,-0.75,0.0,L-TA,0.564479,0.560418,0.606048,S,935.4605209,0.6336394447489424,0.6852312349196619
111,-0.53033,0.53033,L-TA,0.549513,0.58224,0.599193,R,1037.741684,0.6614841219295544,0.6807444618565119
111,-4.59e-17,0.75,L-TA,0.550638,0.600982,0.579327,S,1165.117652,0.6825292236730234,0.6579358575844562
111,0.53033,0.53033,L-TA,0.567194,0.605665,0.558087,R,933.2554882,0.684204766217848,0.6304570767077842
111,0.75,9.18e-17,L-TA,0.589484,0.593546,0.547916,R,1052.696306,0.6657961815640502,0.6146118087188661
111,0.53033,-0.53033,L-TA,0.604451,0.571724,0.554771,S,921.2366575,0.638319618113596,0.6193918968951764
111,1.38e-16,-0.75,L-TA,0.603326,0.552982,0.574637,R,1105.53161,0.6176110749123614,0.6417969757684964
111,-0.53033,-0.53033,L-TA,0.58677,0.548299,0.595877,S,1254.987213,0.6155671864101381,0.6689823040649607
111,-1.5,0.0,L-TA,0.550871,0.542748,0.634008,S,882.9402314,0.6163471498821752,0.7199824297878539
111,-1.38582,0.57403,L-TA,0.532611,0.563638,0.631377,R,875.2175229,0.6438716360282062,0.7212532546431942
111,-1.06066,1.06066,L-TA,0.520938,0.586392,0.620297,R,947.3313775,0.6724303069377721,0.7113100146362488
111,-0.57403,1.38582,L-TA,0.517628,0.607544,0.602455,S,955.0105585,0.6974451663330442,0.6916031228736916
111,-9.18e-17,1.5,L-TA,0.523187,0.623875,0.580565,S,1100.792751,0.7148846441984237,0.6652566675360575
111,0.57403,1.38582,L-TA,0.536766,0.632899,0.557962,S,869.3282572,0.7220138617907654,0.6365254145645657
111,1.06066,1.06066,L-TA,0.5563,0.633241,0.538086,R,757.9523412,0.7178560504071924,0.6099862307390147
111,1.38582,0.57403,L-TA,0.578814,0.62485,0.523963,R,857.5375185,0.7032751751908862,0.5897258071833916
111,1.5,1.84e-16,L-TA,0.60088,0.609003,0.517743,R,1025.441946,0.6806988867886362,0.5786951521463914
111,1.38582,-0.57403,L-TA,0.61914,0.588113,0.520374,S,1021.915052,0.6536324069421723,0.5783468655345588
111,1.06066,-1.06066,L-TA,0.630813,0.56536,0.531454,S,795.1067974,0.6260917681989162,0.5885435378809729
111,0.57403,-1.38582,L-TA,0.634123,0.544207,0.549297,R,816.8643475,0.6020558077785518,0.6076868710717341
111,2.76e-16,-1.5,L-TA,0.628564,0.527876,0.571186,R,823.4852012,0.5849846897106251,0.6329802169014184
111,-0.57403,-1.38582,L-TA,0.614985,0.518853,0.593789,R,994.1895859,0.5773977451134795,0.6607891438869735
111,-1.06066,-1.06066,L-TA,0.595451,0.51851,0.613665,S,1068.045736,0.5805376614983332,0.6870757440423032
111,-1.38582,-0.57403,L-TA,0.572937,0.526901,0.627788,S,1013.352468,0.5941394042864632,0.7079007030508391
111,-2.25,0.0,L-TA,0.536519,0.524336,0.661225,S,916.5423516,0.598212807686132,0.7543889104739377
111,-2.17333,0.58234,L-TA,0.517342,0.544664,0.660075,R,785.5023957,0.6253194387083576,0.7578208372600705
111,-1.94856,1.125,L-TA,0.502028,0.566992,0.65306,R,773.2118443,0.654263834694939,0.7535794859290375
111,-1.59099,1.59099,L-TA,0.49162,0.589801,0.640659,R,647.1507571,0.6829539221072274,0.7418444132568344
111,-1.125,1.94856,L-TA,0.486828,0.611534,0.623718,R,821.5811928,0.7092596283653778,0.7233906812782228
111,-0.58234,2.17333,L-TA,0.487979,0.630711,0.60339,S,977.0983029,0.7312182165336473,0.699543467093863
111,-1.38e-16,2.25,L-TA,0.494994,0.646026,0.581061,S,1070.958302,0.7472144639053669,0.6720738540110095
111,0.58234,2.17333,L-TA,0.507394,0.656433,0.558253,S,946.7979966,0.7561222401489932,0.6430321280768881
111,1.125,1.94856,L-TA,0.524336,0.661225,0.536519,S,819.9359251,0.7573975743427165,0.6145535773583575
111,1.59099,1.59099,L-TA,0.544664,0.660075,0.517342,R,664.7160902,0.7510887719131977,0.5886751769709768
111,1.94856,1.125,L-TA,0.566993,0.65306,0.502028,R,691.1806901,0.7377930393858201,0.5671649832737949
111,2.17333,0.58234,L-TA,0.589801,0.640659,0.49162,R,732.7398653,0.7185724236120112,0.5514081202264184
111,2.25,2.76e-16,L-TA,0.611534,0.623718,0.486828,R,860.6424622,0.6948379641131427,0.5423389679202347
111,2.17333,-0.58234,L-TA,0.630711,0.60339,0.487979,S,1021.97773,0.6682279020584658,0.540415292627634
111,1.94856,-1.125,L-TA,0.646026,0.581061,0.494993,S,931.4815269,0.6404988872465994,0.5456268200668364
111,1.59099,-1.59099,L-TA,0.656433,0.558253,0.507394,S,865.6957382,0.6134216875296848,0.557536607456542
111,1.125,-1.94856,L-TA,0.661225,0.536519,0.524336,S,724.9004512,0.588688938079435,0.5753212897154036
111,0.58234,-2.17333,L-TA,0.660075,0.517342,0.544664,R,752.6882868,0.567843790264286,0.5978329039214042
111,4.13e-16,-2.25,L-TA,0.65306,0.502028,0.566993,R,675.2648478,0.5522028316348587,0.6236607123848538
111,-0.58234,-2.17333,L-TA,0.640659,0.49162,0.589801,R,681.9124278,0.5427944240992326,0.6511954235550863
111,-1.125,-1.94856,L-TA,0.623718,0.486828,0.611534,R,836.1574258,0.5403003440127329,0.6787038349796696
111,-1.59099,-1.59099,L-TA,0.60339,0.487979,0.630711,S,918.7320203,0.5450000538606506,0.7044104950633221
111,-1.94856,-1.125,L-TA,0.581061,0.494993,0.646026,S,920.8705074,0.5567237414319745,0.7265921170245493
111,-2.17333,-0.58234,L-TA,0.558253,0.507394,0.656433,S,898.3175209,0.5748325329966021,0.743680540433191
111,-3.0,0.0,L-TA,0.521419,0.505174,0.687693,S,784.8116965,0.5792040240602826,0.788470018088991
111,-2.94236,0.58527,L-TA,0.501821,0.525175,0.687289,R,686.236025,0.606052093204672,0.7931316934099031
111,-2.77164,1.14805,L-TA,0.484899,0.546954,0.682432,R,744.0300904,0.6347713884394358,0.7920013532317179
111,-2.49441,1.66671,L-TA,0.471302,0.569674,0.67331,R,585.5452309,0.6641871725592197,0.7850171592100889
111,-2.12132,2.12132,L-TA,0.461553,0.592461,0.660272,R,581.2442357,0.6930546484175031,0.7723792432243161
111,-1.66671,2.49441,L-TA,0.456026,0.614439,0.64382,R,512.2576958,0.7201271857482336,0.7545619414269403
111,-1.14805,2.77164,L-TA,0.454934,0.634765,0.624586,S,606.9651498,0.744228545558202,0.7322942039274615
111,-0.58527,2.94236,L-TA,0.458319,0.652657,0.603309,S,678.856597,0.7643173727756205,0.7065266286148572
111,-1.84e-16,3.0,L-TA,0.466051,0.667427,0.580808,S,750.5243121,0.7795504563919968,0.6783800198016006
111,0.58527,2.94236,L-TA,0.477832,0.678508,0.557945,S,793.5698309,0.7893278698951968,0.6490734646734829
111,1.14805,2.77164,L-TA,0.49321,0.685474,0.535601,S,801.9895652,0.7933147691658554,0.6198633116354542
111,1.66671,2.49441,L-TA,0.511594,0.688058,0.514634,S,681.1698751,0.791448147426086,0.5919648138710347
111,2.12132,2.12132,L-TA,0.532278,0.686159,0.495849,R,633.2890316,0.7839186177534294,0.5664944461770818
111,2.49441,1.66671,L-TA,0.554466,0.679851,0.479969,R,600.9312057,0.7711486894141112,0.5444243890343642
111,2.77164,1.14805,L-TA,0.577305,0.669377,0.467603,R,564.6984613,0.7537510733843324,0.5265437312123572
111,2.94236,0.58527,L-TA,0.599919,0.655139,0.459227,R,555.0729527,0.7324862106474905,0.513444391277294
111,3.0,3.67e-16,L-TA,0.621438,0.637683,0.455164,R,622.3407603,0.7082224080490901,0.5055134669377357
111,2.94236,-0.58527,L-TA,0.641036,0.617682,0.455568,S,688.08245,0.6819003121849257,0.5029318669177056
111,2.77164,-1.14805,L-TA,0.657958,0.595903,0.460425,S,790.6136037,0.6544911935905188,0.5056932215627621
111,2.49441,-1.66671,L-TA,0.671555,0.573184,0.469547,S,730.6123297,0.6269728303503408,0.5136103093814751
111,2.12132,-2.12132,L-TA,0.681304,0.550397,0.482585,S,807.0150754,0.6002994325003005,0.5263391726938146
111,1.66671,-2.49441,L-TA,0.686831,0.528418,0.499037,S,739.028158,0.5753827186815726,0.5433903950711292
111,1.14805,-2.77164,L-TA,0.687923,0.508092,0.518271,R,590.3427207,0.5530711938160817,0.5641512967932077
111,0.58527,-2.94236,L-TA,0.684538,0.4902,0.539548,R,532.2889479,0.5341311404930157,0.5879016495118843
111,5.51e-16,-3.0,L-TA,0.676806,0.47543,0.56205,R,604.828599,0.5192304706070483,0.6138306080909735
111,-0.58527,-2.94236,L-TA,0.665025,0.464349,0.584912,R,571.9488513,0.5089195483387144,0.6410547903794218
111,-1.14805,-2.77164,L-TA,0.649647,0.457383,0.607256,R,473.0145406,0.5036159843156468,0.6686383800263289
111,-1.66671,-2.49441,L-TA,0.631263,0.454799,0.628223,R,565.8662608,0.5035846759430813,0.6956116347551123
111,-2.12132,-2.12132,L-TA,0.61058,0.456698,0.647008,S,661.8800706,0.5089240289623536,0.7209970661813155
111,-2.49441,-1.66671,L-TA,0.588392,0.463006,0.662888,S,686.566222,0.5195445234902903,0.7438344861350212
111,-2.77164,-1.14805,L-TA,0.565552,0.47348,0.675254,S,727.5847046,0.5351590672337821,0.7632176666086853
111,-2.94236,-0.58527,L-TA,0.542938,0.487718,0.68363,S,773.5889407,0.5552768202893901,0.7783265999090371
111,-3.75,0.0,L-TA,0.505558,0.485252,0.713401,S,730.6559897,0.5592855340478766,0.8222425858631993
111,-3.70383,0.58663,L-TA,0.485722,0.505043,0.713446,R,698.8117951,0.5859689136271964,0.8277655121478147
111,-3.56646,1.15881,L-TA,0.467914,0.526387,0.709911,R,529.034244,0.6144263702569481,0.8286451582874962
111,-3.34127,1.70246,L-TA,0.452571,0.548757,0.702884,R,607.9971582,0.6439118037055548,0.8247645209733545
111,-3.03381,2.20419,L-TA,0.440073,0.571602,0.692537,R,500.1857213,0.6736223429941561,0.8161419948673095
111,-2.65165,2.65165,L-TA,0.430726,0.594361,0.679125,R,385.1004945,0.7027276918985369,0.8029462628950989
111,-2.20419,3.03381,L-TA,0.424761,0.616472,0.662978,R,393.0459194,0.7303942479136002,0.7854944226068058
111,-1.70246,3.34127,L-TA,0.422325,0.637391,0.644495,R,410.435386,0.7558254354292804,0.7642494387385357
111,-1.15881,3.56646,L-TA,0.423478,0.656603,0.62413,S,505.078858,0.7782918465622426,0.7398005951768305
111,-0.58663,3.70383,L-TA,0.428191,0.673636,0.602385,S,580.3417921,0.7971630134762246,0.7128464658552623
111,-2.3e-16,3.75,L-TA,0.436348,0.688069,0.579794,S,605.79844,0.8119273155880286,0.6841618878543365
111,0.58663,3.70383,L-TA,0.447749,0.699547,0.556915,S,645.5463631,0.8222147424386962,0.6545717775721238
111,1.15881,3.56646,L-TA,0.462113,0.707788,0.534311,S,702.0112031,0.8278043872936611,0.6249116825649254
111,1.70246,3.34127,L-TA,0.479085,0.712588,0.512538,S,717.9424429,0.8286229088313591,0.5959975868897697
111,2.20419,3.03381,L-TA,0.498249,0.71383,0.492132,R,623.9737382,0.8247413999380765,0.56859705340813
111,2.65165,2.65165,L-TA,0.519132,0.711484,0.473596,R,573.4854454,0.8163612458912498,0.5434070486604229
111,3.03381,2.20419,L-TA,0.54122,0.705605,0.457387,R,464.130909,0.8037932029406092,0.5210345189070321
111,3.34127,1.70246,L-TA,0.563969,0.69634,0.443902,R,511.1179131,0.7874487006955269,0.5019818668123989
111,3.56646,1.15881,L-TA,0.586819,0.683917,0.433476,R,459.6389243,0.7678116562588682,0.486649586877456
111,3.70383,0.58663,L-TA,0.609207,0.668641,0.426363,R,378.9059804,0.745421722741407,0.475322694799144
111,3.75,4.59e-16,L-TA,0.630583,0.650889,0.42274,R,404.0037039,0.7208592485570224,0.46818434285261484
111,3.70383,-0.58663,L-TA,0.650419,0.631098,0.422695,S,517.258271,0.6947278264613621,0.4653128018248916
111,3.56646,-1.15881,L-TA,0.668227,0.609754,0.42623,S,582.4842181,0.6676395916767226,0.466693163407488
111,3.34127,-1.70246,L-TA,0.68357,0.587384,0.433257,S,603.5526073,0.6402086255116,0.4722206741472006
111,3.03381,-2.20419,L-TA,0.696068,0.564539,0.443604,S,654.8247171,0.6130378893415668,0.4817135040510512
111,2.65165,-2.65165,L-TA,0.705415,0.54178,0.457016,S,714.786945,0.5867092393589967,0.4949158509632899
111,2.20419,-3.03381,L-TA,0.71138,0.519669,0.473163,S,711.1536681,0.5617829860040275,0.5115081388472733
111,1.70246,-3.34127,L-TA,0.713816,0.49875,0.491646,S,640.2883462,0.5387853892103995,0.5311111407794208
111,1.15881,-3.56646,L-TA,0.712663,0.479538,0.512011,R,597.2263192,0.5182055592794836,0.553297020491072
